lsoa11cd,r_dom,h_dom,e_dom,ahah,gpp_d,ed_d,dent_d,pharm_d,gamb_d,ffood_d,leis_d,green900,pubs2_d,off2_d,tobac_d,no2,pm10,so2
E01008288,23.1462456222,15.6237064152,7.40403804915,15.3936537927,0.940666666666667,5.988,0.852333333333333,0.84,1.02266666666667,1.49566666666667,4.437,0.68951480752,0.962,1.65233333333333,1.53866666666667,12.36246458,10.23468379,0.974586228
E01008289,36.6911501742,13.3685235948,8.81009721958,19.5607096622,0.8715625,5.4871875,0.8578125,0.7525,0.9228125,0.8134375,3.8475,0.52005532702,0.6790625,1.0609375,0.9490625,12.49475194,10.25344104,0.980776113
E01008290,33.5826904417,9.29801303295,10.3137047614,17.6471348482,0.535588235294118,5.26970588235294,1.09764705882353,0.557352941176471,1.04,0.675,3.34117647058824,0.41211384653,1.73382352941176,0.787941176470588,0.675,12.61043529,10.30837119,0.998226819
E01008291,41.8934004165,5.64449208082,12.0995342397,19.736795744,0.520408163265306,4.16204081632653,0.869387755102041,0.426734693877551,0.802040816326531,0.424489795918367,2.58,0.40685933358,2.68734693877551,0.55469387755102,0.429591836734694,13.13506953,10.37315551,1.049629152
E01008292,24.8333528749,13.822450138,6.11659413191,14.9131155592,0.9825,6.12625,0.6925,0.6925,0.7025,1.88458333333333,4.97166666666667,0.91709904845,0.53,2.26291666666667,2.14958333333333,12.10716903,10.21412991,0.968540882
E01008293,10.4264298503,21.4082821315,7.17696301188,13.0879355692,1.886,5.91966666666667,1.25766666666667,1.32433333333333,1.34433333333333,1.56,1.758,0.61040579185,1.34966666666667,2.90433333333333,5.58233333333333,11.7206938,10.23473297,0.954138502
E01008294,16.0712306936,11.4093645759,7.09016299172,11.5224438719,2.722,6.392,0.524,0.8732,0.8732,0.8436,0.8732,0.59686218268,0.86,3.7124,6.7112,11.4690249,10.30075616,0.9522887
E01008295,8.53327532381,24.7294851701,7.24321044079,13.6142652601,2.19264705882353,6.21441176470588,1.29617647058824,1.17617647058824,1.14382352941176,1.97823529411765,2.61764705882353,0.6634048274,1.89470588235294,3.36294117647059,5.74029411764706,12.10562605,10.19552029,0.964069725
E01008296,9.8799499002,22.310312512,6.71194149939,13.060830416,1.6185,5.66825,1.3965,1.35825,1.3735,1.926,2.1315,0.68997247082,1.65625,2.31025,4.82625,11.73946186,10.2056219,0.955814689
E01008297,21.4593983791,9.98552449551,5.12946822624,12.1694043082,1.21073170731707,4.81243902439024,0.748292682926829,0.489756097560976,0.483658536585366,1.45463414634146,2.84658536585366,1.17665321718,1.89975609756098,1.02780487804878,3.58878048780488,11.86557626,10.18005389,0.959958763
E01008298,11.2677425369,21.7320875966,7.11831854839,13.456309941,1.6634375,5.55875,1.405,1.07625,1.0478125,1.890625,2.569375,0.61311651408,1.995,1.9215625,4.4440625,11.6959121,10.19683673,0.955324228
E01008299,20.4329091709,13.9797679009,6.10240265989,13.5097739905,1.45833333333333,5.106,1.034,0.538666666666667,0.495333333333333,1.37266666666667,3.21233333333333,0.78665175423,2.02166666666667,1.157,3.682,11.49297657,10.25887966,0.952266196
E01008300,23.9797341865,5.729484276,5.02769764957,11.5204771597,0.6065,4.18125,0.6145,0.447,0.66075,0.90525,2.9955,1.37059211022,1.99925,0.7135,3.35925,12.27687656,10.15641329,0.972130888
E01008301,12.1151909405,22.3706693123,11.416513307,15.3714899679,1.62888888888889,4.44583333333333,1.82194444444444,1.52166666666667,1.55805555555556,1.68277777777778,1.85027777777778,0.57291823909,1.6825,3.06694444444444,2.12444444444444,14.2942665,10.69320261,1.025090844
E01008302,24.9860082982,9.85738968366,15.6322929769,16.7555519132,1.226,4.21114285714286,1.048,0.815714285714286,0.794857142857143,1.01085714285714,1.00771428571429,0.31383116989,1.01085714285714,2.02942857142857,1.77685714285714,14.28482913,10.68093483,1.02326164
E01008303,54.1241490139,1.07074188879,13.9418335908,22.8258265017,0.39875,3.55986111111111,0.43625,0.346666666666667,0.5075,0.254027777777778,0.609722222222222,0.41859727676,0.37625,1.59125,0.892777777777778,14.59397183,10.63878155,1.027654957
E01008304,36.0589322196,5.85686253961,13.7877463714,18.4407371985,0.650689655172414,3.19551724137931,0.997931034482759,0.613218390804598,0.76816091954023,0.580804597701149,1.32781609195402,0.42827310924,0.672528735632184,2.46333333333333,0.811034482758621,14.57211214,10.62918774,1.030109082
E01008305,21.1653124645,14.0939476766,13.5541200685,16.2493549459,1.24898550724638,3.90739130434783,1.34144927536232,1.09434782608696,1.0863768115942,1.10086956521739,1.43159420289855,0.42773073939,1.11565217391304,2.63202898550725,1.52014492753623,14.44539242,10.62683798,1.027609543
E01008306,2.47377220018,50.0156430466,9.2231469731,20.865301963,4.23395833333333,11.5172916666667,3.255625,3.981875,4.215,4.96875,5.180625,0.1299525006,3.97541666666667,8.74083333333333,10.8552083333333,8.792115109,10.08734778,0.922871232
E01008307,6.18269974771,19.5010322741,6.52260917394,10.8231029173,1.40939393939394,9.63666666666667,0.418484848484848,1.17424242424242,1.41606060606061,2.37393939393939,5.62090909090909,0.38580288871,1.43363636363636,7.01454545454545,8.36969696969697,9.201264381,10.24768829,0.934161037
E01008308,4.34734898459,45.7424723364,6.50527729829,19.1338072677,3.0240625,10.28703125,3.0771875,2.9115625,3.336875,2.1259375,4.71703125,0.56818696531,2.16328125,6.22625,8.95484375,10.3267835,10.47912057,0.952736139
E01008309,5.64936019813,6.72432772157,4.93851053308,5.78026876664,0.339473684210526,6.37921052631579,2.27210526315789,0.363684210526316,2.51684210526316,2.20921052631579,2.35,1.2328037089,2.15894736842105,3.75763157894737,6.47315789473684,11.4479377,10.32198269,0.972082695
E01008311,5.64310137939,29.0816413677,7.80995097764,14.3272653428,2.145,8.07568181818182,1.92704545454545,1.61045454545455,1.61045454545455,1.59545454545455,1.67181818181818,0.50323577106,2.87090909090909,5.26545454545455,8.38681818181818,11.30499497,10.40519444,0.964459655
E01008312,9.73577928124,21.1762389384,7.51087908537,12.8913185,2.82633333333333,7.08966666666667,1.298,1.13133333333333,1.13133333333333,1.11366666666667,1.13133333333333,0.53057320953,1.567,4.41,7.409,11.4367477,10.31288309,0.952615717
E01008313,10.2049206807,19.4540839884,9.54220074818,13.1309386276,2.34190476190476,7.20428571428571,1.49285714285714,0.993809523809524,0.993809523809524,0.976190476190476,0.993809523809524,0.3205195357,1.70761904761905,4.63571428571429,7.56,11.39687347,10.31807137,0.951580286
E01008314,24.1843476143,7.37852986762,7.86426063021,13.0847408757,1.15125,4.56625,1.045625,0.603125,0.9725,1.37,0.7275,0.91866931093,1.096875,1.37,1.53875,13.78562227,10.47503886,1.005531153
E01008315,25.5490685676,12.8471694443,7.39953454919,15.2410766396,1.23714285714286,3.98285714285714,1.15571428571429,1.25071428571429,1.15392857142857,1.48071428571429,1.08964285714286,1.09498607455,0.658928571428571,1.45857142857143,1.60857142857143,14.04523036,10.49659806,1.010977411
E01008316,15.6871077935,12.5438787339,6.62905285086,11.6292517822,1.00428571428571,4.82761904761905,1.34761904761905,0.84,1.6,1.6752380952381,1.49809523809524,1.29098761859,1.54238095238095,1.67904761904762,1.80095238095238,13.8108105,10.52592191,1.009472982
E01008317,17.1177644081,14.08692028,7.35604611797,12.8659103688,0.840967741935484,4.66645161290323,1.85903225806452,1.40612903225806,1.32516129032258,1.50032258064516,0.979354838709677,0.98717487607,1.37451612903226,1.45774193548387,2.31548387096774,13.72314175,10.33919203,0.999223248
E01008318,32.08393425,6.53850820818,7.42506604957,15.2610628896,1.092,3.952,0.8044,0.7596,0.9312,1.1324,0.6648,1.04025176993,0.672,1.1352,1.2568,13.92105665,10.43566598,1.004921779
E01008319,9.50516016906,25.3352792731,6.43104261286,13.8729418709,2.03138888888889,5.92972222222222,1.64694444444444,1.47166666666667,2.09666666666667,2.18888888888889,1.86916666666667,1.23477262636,1.89,2.10388888888889,2.90166666666667,13.53986692,10.43456984,1.000876337
E01008320,43.5235512889,3.59095350777,11.391502463,19.3428919308,0.41037037037037,5.53666666666667,0.468888888888889,0.508888888888889,0.474814814814815,0.517407407407407,1.57851851851852,0.39957183272,0.662962962962963,0.517407407407407,2.50925925925926,13.29829466,10.39817586,0.996673279
E01008321,25.4913141446,9.4763920144,8.31278624391,14.3773264131,0.8685,5.16025,1.4315,0.72975,1.525,0.72975,0.9085,0.74523571298,0.836,0.68,3.456,13.45356938,10.32658563,0.997907248
E01008322,27.3456449162,13.1496941095,7.99328101765,16.1327415554,1.205,4.814,1.2585,1.1345,0.6285,1.4565,0.994,0.82825051404,0.856,1.4515,1.864,13.53413476,10.41680634,1.000421503
E01008323,31.8480758203,9.36658248323,9.11372845322,16.7020334546,0.969285714285714,4.995,0.840357142857143,0.913928571428571,0.604642857142857,1.12107142857143,1.07464285714286,0.65063623511,0.736428571428571,1.12107142857143,1.96785714285714,13.5126435,10.43212573,1.000494198
E01008324,15.2786174052,14.5482266742,6.3083252621,12.0700881494,0.864285714285714,6.33535714285714,0.8725,0.8725,0.806071428571429,0.625714285714286,3.29321428571429,0.71070547758,2.22928571428571,2.38178571428571,5.38678571428571,11.3793812,10.26504735,0.946410831
E01008325,15.2226571644,12.277913292,7.33807492979,11.6195321104,0.729189189189189,7.06324324324324,0.652702702702703,0.757027027027027,0.737297297297297,0.864594594594595,4.0227027027027,0.51535922486,1.53486486486486,3.11108108108108,5.36324324324324,11.25886916,10.2313111,0.943221516
E01008326,16.051543438,19.2760462846,7.31413516767,14.2645296766,0.788571428571429,8.52523809523809,0.957619047619048,0.979523809523809,1.08095238095238,1.55095238095238,5.48952380952381,0.48468324557,0.464285714285714,4.5852380952381,4.75095238095238,11.04358426,10.22144381,0.93506474
E01008327,10.0890549703,19.6641911897,6.49228695719,12.1576678406,1.1404,6.8484,0.8508,1.1584,1.1356,1.3552,3.8108,0.64446876109,2.1652,2.9008,4.9964,11.19742529,10.26095975,0.943825757
E01008328,11.8058820924,13.6425596675,6.7301588409,10.7553637949,0.695151515151515,8.78727272727273,0.633333333333333,0.723030303030303,1.3869696969697,1.81060606060606,5.75272727272727,0.47695850048,0.664242424242424,4.84848484848485,5.01454545454545,10.65343252,10.11451511,0.915745045
E01008329,15.615123058,19.1906742327,7.02066276026,13.9946385592,1.00714285714286,7.75821428571429,0.7175,1.14535714285714,1.04285714285714,1.24785714285714,4.72178571428571,0.46426162154,0.789642857142857,3.81785714285714,4.10607142857143,10.77397059,10.15781955,0.920756759
E01008330,10.2720000509,16.3475290191,5.99342063637,10.9257486933,1.22464285714286,7.51678571428571,0.408214285714286,1.23392857142857,1.15464285714286,2.02607142857143,4.48214285714286,0.80372268718,1.5025,3.57821428571429,3.89071428571429,11.42776497,10.26245045,0.953080652
E01008331,39.4458543271,2.97784882361,10.2397096046,17.4087046975,0.393513513513513,2.53540540540541,0.548648648648649,0.611621621621622,0.48,0.491351351351351,1.66243243243243,0.51311803513,1.41945945945946,0.89972972972973,1.16108108108108,13.08762741,10.35833645,1.028039455
E01008332,64.4354771463,5.33711476841,9.59085561616,26.2433088329,0.548717948717949,4.41230769230769,0.890769230769231,0.333589743589744,0.412051282051282,0.253589743589744,2.95948717948718,0.44245641517,1.63897435897436,0.34948717948718,0.366666666666667,12.46257917,10.27979216,0.983761853
E01008333,41.012652322,2.06962443914,13.4347756428,18.6713235377,0.37025,3.215,0.37375,0.43825,0.6905,0.462,2.032,0.4437880194,1.75925,0.51275,0.845,14.02595928,10.48591413,1.068684789
E01008334,48.4833887048,7.93098440009,10.7940395786,22.2580860295,0.484516129032258,4.95322580645161,1.23064516129032,0.463548387096774,0.513548387096774,0.365483870967742,3.20935483870968,0.42896852889,1.09161290322581,0.747741935483871,0.685483870967742,12.99462837,10.33056349,1.011440873
E01008335,51.1891330738,3.1724947072,12.061817752,21.951461973,0.576333333333333,3.76733333333333,0.485,0.306,0.606333333333333,0.360333333333333,2.52866666666667,0.40137515958,2.07266666666667,0.388333333333333,0.418,13.28951462,10.38352508,1.034825934
E01008336,18.1889880725,5.80008508023,5.57298008027,9.81347841769,0.797407407407407,5.98407407407407,0.581851851851852,0.391851851851852,0.436666666666667,0.797407407407407,1.88481481481481,1.05790398526,1.50592592592593,3.34703703703704,6.56777777777778,11.92201227,10.24926269,0.965117277
E01008337,16.9762032556,5.530040979,5.71204223855,9.36733494593,0.535714285714286,6.33142857142857,0.496428571428571,0.511428571428571,0.511428571428571,0.535714285714286,2.23178571428571,1.05499955612,1.85285714285714,3.65285714285714,6.91357142857143,12.17327641,10.16230907,0.970358906
E01008338,15.9675154475,6.77759156822,7.15913115401,9.9361745117,0.546451612903226,6.44903225806452,0.617096774193548,0.542258064516129,0.545806451612903,0.546451612903226,2.36903225806452,0.67317292936,1.97064516129032,3.77806451612903,7.03,12.03094701,10.21128349,0.967431394
E01008339,11.4531854685,18.2707153669,7.94635060038,12.6138901275,1.61363636363636,6.28636363636364,1.06272727272727,0.727575757575758,0.62969696969697,1.61363636363636,3.16545454545455,0.48602902165,1.71,3.96030303030303,6.25818181818182,11.57580946,10.27340642,0.953090386
E01008340,18.0514302414,9.84319644729,9.49200454767,12.4360202725,0.990571428571429,5.81428571428571,0.712285714285714,0.534571428571429,0.428857142857143,0.990571428571429,2.64771428571429,0.42565119304,1.29714285714286,3.71828571428571,6.06257142857143,12.50488154,10.15656461,0.97151231
E01008341,23.8719611854,6.43320140391,8.81568374709,12.974211305,0.715357142857143,5.50642857142857,0.5125,0.561428571428571,0.340357142857143,0.716428571428571,2.04214285714286,0.46715617467,1.04464285714286,3.4075,6.04928571428571,12.25254564,10.17230621,0.966657182
E01008342,9.77818659068,15.1878826506,5.48165750028,10.1996286512,0.941515151515152,6.79060606060606,0.902121212121212,0.941515151515152,0.941515151515152,0.941515151515152,2.66121212121212,1.05943973706,2.28363636363636,4.26363636363636,7.36727272727273,11.71137752,10.26443511,0.97081052
E01008343,29.2906486747,18.5420072861,7.20745778797,18.3486576099,1.03620689655172,5.12034482758621,1.27931034482759,0.897931034482759,0.681379310344828,0.98551724137931,4.37310344827586,0.63234032122,0.766896551724138,1.55931034482759,1.96103448275862,11.80622134,10.22157874,0.963778322
E01008344,25.7381948095,11.1826551895,5.77000081605,14.1998073209,0.731428571428571,5.53214285714286,0.763928571428571,0.638214285714286,0.572857142857143,1.56142857142857,4.37607142857143,1.00548240547,0.771428571428571,1.44785714285714,2.75392857142857,12.02979574,10.20393076,0.966035457
E01008345,20.5456133273,7.93559318233,5.97930493853,11.4513247097,0.526363636363636,5.84090909090909,0.65030303030303,0.526363636363636,0.552424242424242,2.10818181818182,4.38636363636364,0.87184801831,0.943030303030303,1.85757575757576,3.15878787878788,11.7010087,10.24391635,0.961975708
E01008346,30.4243115091,11.446920227,7.53502461657,16.4185337987,0.550454545454545,4.22727272727273,1.835,0.596818181818182,0.513181818181818,0.624090909090909,3.65681818181818,0.76009284493,1.23954545454545,1.38590909090909,2.28863636363636,12.77195486,10.27410182,0.992148179
